Ag_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,Re_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zn_ppm,Zr_ppm,target_Au,Au_ppm,East,North,Level,is_synthetic,Au_Cu_ratio,Au_Ag_ratio,Au_As_ratio,Au_Sb_ratio,As_Sb_ratio,Cu_Ag_ratio,Pb_Zn_ratio,Bi_As_ratio,pathfinder_sum,pathfinder_mean,pathfinder_max
0.086,10.36,6.04,641.93,1.3,0.12,5.12,0.1,38.74,10.64,18.2,4.81,20.01,4.91,17.16,0.12,1.29,2.07,19.46,1.92,1131.71,0.23,2.1,7.48,6.26,945.55,7.54,125.23,0.001,0.1,3.07,19.2,0.5,1.19,331.6,0.45,0.083,5.08,0.56,1.14,0.99,140.11,2.23,17.75,83.08,36.65,0,0.0025,5634.161,6203.318,1244.0,0,0.0001249375312343828,0.029069767441860468,0.0004139072847682119,0.0008143322475570033,1.96742671009772,232.6744186046512,0.09075589792970631,0.019867549668874173,119.946,17.135142857142856,83.08
0.075,7.29,4.68,430.15,1.78,0.08,1.69,1.93,46.23,5.15,13.88,7.08,10.56,2.24,18.95,0.07,2.39,2.26,26.29,0.42,671.84,0.33,2.17,7.52,6.23,516.83,15.12,76.98,0.001,0.01,2.87,6.85,0.5,1.29,144.12,0.73,0.025,10.22,0.21,0.86,2.45,43.02,0.82,14.26,47.52,65.61,0,0.0025,11897.495,8893.909,1196.9,0,0.00023674242424242425,0.03333333333333333,0.0005341880341880342,0.0008710801393728223,1.6306620209059233,140.8,0.3181818181818181,0.017094017094017096,80.905,11.557857142857143,47.52
2.986,1.69,63.35,52.09,0.29,0.05,0.11,0.42,5.94,17.9,98.32,2.47,105.4,7.06,7.17,0.025,0.54,0.12,2.71,0.57,754.08,4.07,0.05,0.74,47.85,313.31,100.8,10.4,0.001,0.14,8.66,8.57,1.0,0.45,13.0,0.05,0.025,0.77,0.05,0.12,0.4,78.34,0.69,6.0,171.95,14.41,0,0.024,6350.0,7607.0,906.0,0,0.00022770398481973433,0.008037508372404554,0.00037884767166535124,0.002771362586605081,7.315242494226328,35.29805760214334,0.5862169235242803,0.0007892659826361484,453.196,64.74228571428571,171.95
0.185,9.24,5.54,725.19,1.6,0.05,2.34,0.12,45.04,7.33,5.09,9.42,6.63,3.98,19.82,0.13,4.35,1.96,24.1,0.69,1611.3,1.51,3.11,8.85,1.9,1114.79,36.46,106.49,0.001,0.02,7.32,7.9,0.5,1.63,455.7,0.66,0.025,6.86,0.39,1.08,1.84,52.81,0.82,22.65,94.66,188.65,0,0.009,11096.631,9642.112,1388.58,0,0.0013574660633484162,0.048648648648648644,0.0016245487364620937,0.0012295081967213114,0.7568306010928961,35.83783783783784,0.38516796957532223,0.009025270758122744,150.845,21.549285714285713,94.66
0.151,4.46,21.03,364.04,0.67,0.05,0.09,0.07,19.13,7.07,13.53,8.02,7.29,1.89,10.74,0.025,0.97,1.91,12.17,0.29,733.0,3.21,0.09,2.83,4.49,317.42,14.11,147.97,0.001,0.01,5.23,6.28,0.5,2.5,10.56,0.2,0.025,3.53,0.17,1.37,0.72,71.05,2.15,5.95,24.54,30.67,0,0.0025,5325.548,8181.649,498.0,0,0.00034293552812071334,0.016556291390728478,0.00011887779362815025,0.0004780114722753346,4.0210325047801145,48.27814569536424,0.5749796251018745,0.0023775558725630053,72.40100000000001,10.343000000000002,24.54
0.405,2.17,9.15,92.56,0.26,0.005,4.69,0.17,9.51,3.21,11.84,3.36,17.89,1.02,3.0,0.025,0.54,0.74,3.92,0.2,595.08,1.67,0.01,1.2,2.62,271.39,29.79,46.64,0.001,0.005,12.25,3.59,0.5,0.1,45.52,0.09,0.025,0.96,0.11,0.59,0.29,26.33,1.13,3.54,45.76,14.71,0,0.008,8628.965,6719.967,1375.089,0,0.0004471771939631079,0.019753086419753086,0.0008743169398907104,0.0006530612244897959,0.7469387755102042,44.172839506172835,0.6510052447552448,0.000546448087431694,115.25,16.464285714285715,45.76
0.037,8.31,1.73,577.8,1.14,0.05,4.75,0.05,29.04,17.94,34.97,9.12,25.29,4.96,25.59,0.1,2.63,1.08,14.33,1.59,716.11,0.59,2.85,7.27,8.91,1078.13,7.02,20.21,0.001,0.04,1.15,16.45,0.5,1.38,530.51,0.41,0.025,2.61,0.56,0.27,0.81,171.69,0.53,14.87,83.74,85.48,0,0.0025,11927.252,8062.049,1349.0,0,9.885330170027679e-05,0.06756756756756757,0.0014450867052023123,0.002173913043478261,1.5043478260869567,683.5135135135135,0.08383090518270839,0.028901734104046246,119.017,17.00242857142857,83.74
111.043,2.62,5.74,98.77,0.6,0.25,0.16,1100.0,23.55,48.72,11.82,5.0,8868.23,5.75,6.8,0.1,1.35,1.03,10.94,0.36,2229.95,0.43,0.04,3.06,2.93,331.0,11000.0,71.03,0.001,11.0,37.12,4.76,1.93,1.07,5.69,0.21,0.057,2.24,0.15,0.79,0.83,34.06,2.4,7.4,11000.0,33.74,1,0.361,20477.0,6665.0,1264.0,0,4.070710840832951e-05,0.003250992858622335,0.06289198606271777,0.009725215517241379,0.1546336206896552,79.86302603495942,1.0,0.04355400696864111,31022.383,4431.769,11000.0
0.055,3.44,2.95,62.13,0.38,0.13,3.48,0.19,12.83,4.73,20.61,0.95,23.79,2.85,12.38,0.09,0.6,0.27,5.8,0.38,637.06,0.58,0.18,2.42,6.44,201.58,5.61,11.04,0.001,0.02,3.07,5.48,0.5,2.09,440.9,0.14,0.025,1.39,0.16,0.13,0.54,75.27,0.21,5.36,51.48,32.33,0,0.0025,5163.129,6312.125,1302.0,0,0.00010508617065994115,0.045454545454545456,0.000847457627118644,0.0008143322475570033,0.9609120521172639,432.5454545454545,0.10897435897435899,0.04406779661016949,87.085,12.440714285714284,51.48
0.605,0.86,2.68,45.98,0.19,0.05,0.01,0.05,1.69,1.11,17.45,2.03,19.64,0.68,1.39,0.025,0.18,0.29,0.62,0.04,195.5,0.28,0.01,0.3,1.4,41.19,9.11,20.59,0.001,0.005,32.35,0.9,0.5,0.2,9.2,0.025,0.057,0.22,0.02,0.19,0.11,8.11,0.1,0.64,12.76,4.28,0,0.0025,7688.593,6086.985,1346.024,0,0.00012729124236252545,0.004132231404958678,0.0009328358208955224,7.727975270479135e-05,0.08284389489953632,32.46280991735537,0.7139498432601881,0.018656716417910446,77.19500000000001,11.027857142857144,32.35
0.169,3.26,10.08,45.64,0.59,0.06,1.96,0.38,12.0,7.39,17.12,1.36,8.25,4.19,8.32,0.09,0.73,0.18,6.46,1.54,1640.19,0.28,0.08,2.63,5.53,361.41,48.9,10.26,0.001,0.01,16.33,5.64,0.5,0.64,77.74,0.16,0.025,1.48,0.17,0.15,0.65,57.99,0.8,7.33,120.22,22.73,0,0.0025,11028.813,6041.332,1544.0,0,0.00030303030303030303,0.014792899408284023,0.000248015873015873,0.00015309246785058178,0.6172688303735457,48.81656804733728,0.4067542838130095,0.005952380952380952,204.009,29.144142857142857,120.22
3.222,7.53,25.28,409.42,1.05,0.05,0.04,0.05,29.24,6.07,26.84,13.48,14.03,2.93,16.47,0.1,2.49,2.67,12.77,0.47,309.1,2.76,0.06,5.91,3.95,708.21,12.75,181.36,0.001,0.02,18.31,14.9,0.5,1.05,17.25,0.45,0.025,5.13,0.37,1.68,1.2,106.61,2.43,9.59,40.34,103.25,0,0.03,7812.048,6934.05,1350.519,0,0.0021382751247327157,0.00931098696461825,0.0011867088607594935,0.0016384489350081922,1.3806663025669035,4.354438237119801,0.31606346058502727,0.001977848101265823,113.982,16.283142857142856,40.34
0.276,4.58,25.21,996.01,0.39,0.31,0.91,0.05,31.21,7.51,29.63,3.36,29.94,5.36,13.01,0.16,1.22,2.16,15.83,0.77,321.43,12.81,0.6,3.51,3.14,444.15,6.25,103.35,0.001,1.12,1.89,15.32,0.5,0.69,142.82,0.21,0.025,2.19,0.27,1.04,0.58,89.46,0.5,9.28,19.12,51.78,0,0.0025,5438.19,6285.201,1286.0,0,8.3500334001336e-05,0.009057971014492752,9.916699722332408e-05,0.001322751322751323,13.33862433862434,108.47826086956522,0.3268828451882845,0.012296707655692185,82.99600000000001,11.85657142857143,29.94
9.822,1.95,497.31,93.05,0.47,0.05,0.28,0.25,3.98,2.5,23.14,4.13,9.04,1.29,4.16,0.025,0.19,0.67,1.84,0.16,122.36,4.12,0.09,0.55,2.14,98.29,16.38,49.71,0.001,0.3,44.32,1.92,0.5,0.3,25.95,0.025,0.025,0.42,0.04,0.36,0.2,25.58,0.82,1.92,15.16,6.8,1,3.082,4912.65,6713.0,1005.0,0,0.34092920353982303,0.3137853797597231,0.006197341698337053,0.06953971119133574,11.220893501805055,0.9203828140908166,1.0804749340369393,0.0001005409100963182,592.0819999999999,84.58314285714285,497.31
0.087,6.42,3.14,1362.86,1.64,0.05,0.9,0.05,61.58,1.28,16.76,1.57,8.57,1.21,15.03,0.14,2.11,2.85,30.88,0.08,360.01,0.56,2.94,8.86,1.05,92.93,13.51,78.2,0.001,0.005,1.86,10.0,0.5,2.07,220.52,0.81,0.025,15.48,0.08,0.52,3.76,3.74,0.28,29.77,30.76,57.33,0,0.0025,5677.0,6218.0,1254.0,0,0.00029171528588098014,0.02873563218390805,0.0007961783439490445,0.0013440860215053762,1.6881720430107527,98.50574712643679,0.43920676202860853,0.01592356687898089,57.977000000000004,8.282428571428571,30.76
0.073,9.12,28.03,448.31,1.05,0.05,5.24,0.21,35.63,19.58,39.03,6.17,32.63,5.24,19.15,0.14,3.48,1.13,15.15,2.02,839.95,1.48,1.98,7.82,17.66,1027.48,20.28,20.39,0.001,0.07,3.88,19.35,0.5,1.64,461.63,0.45,0.025,3.58,0.51,0.41,1.03,144.55,0.56,16.67,99.61,127.34,0,0.0025,11283.884,6384.383,1465.95,0,7.661661048115231e-05,0.03424657534246576,8.919015340706386e-05,0.0006443298969072165,7.224226804123711,446.9863013698631,0.2035940166649935,0.0017838030681412772,184.553,26.364714285714285,99.61
0.293,1.7,5.92,105.39,0.27,0.05,1.4,0.05,6.11,2.86,16.31,3.14,8.41,1.13,3.54,0.07,0.38,0.63,2.73,0.2,439.51,0.46,0.04,0.99,2.68,196.21,5.19,41.64,0.001,0.005,24.4,2.88,0.5,0.43,27.23,0.08,0.025,0.58,0.08,0.49,0.22,26.19,0.7,2.85,12.94,11.26,0,0.005,6990.0,7900.0,964.0,0,0.0005945303210463734,0.017064846416382253,0.0008445945945945946,0.00020491803278688527,0.24262295081967214,28.70307167235495,0.4010819165378671,0.008445945945945946,57.202999999999996,8.171857142857142,24.4
0.259,0.3,0.87,10.0,0.28,0.05,14.71,0.24,1.95,2.2,4.96,0.22,5.94,0.7,0.84,0.025,0.11,0.01,1.0,7.05,503.02,0.13,0.02,0.59,2.77,67.38,4.65,0.4,0.001,0.005,0.92,0.91,0.5,0.1,363.39,0.025,0.054,0.17,0.02,0.01,1.3,4.73,0.1,1.38,23.68,7.42,0,0.0025,4428.391,7574.709,389.0,0,0.00042087542087542086,0.009652509652509652,0.0028735632183908046,0.002717391304347826,0.9456521739130435,22.934362934362934,0.19636824324324326,0.0574712643678161,36.369,5.195571428571428,23.68
12.821,3.15,182.38,279.97,0.45,0.13,0.04,0.29,19.49,3.89,19.35,2.8,76.4,2.55,7.7,0.025,0.87,1.52,9.67,0.12,232.39,1.43,0.05,2.53,2.43,231.89,97.15,101.22,0.001,0.07,9.45,4.85,0.5,1.69,6.25,0.2,0.26,2.49,0.15,1.0,0.65,46.79,1.04,4.07,83.27,33.91,0,0.092,6559.0,8265.0,774.0,0,0.0012041884816753926,0.00717572732236175,0.0005044412764557517,0.009735449735449736,19.2994708994709,5.958973559004758,1.1666866818782275,0.0007127974558613884,461.601,65.943,182.38
0.139,6.32,21.43,289.5,1.54,0.05,0.54,0.54,43.95,1.02,3.06,10.15,3.63,1.1,13.91,0.06,2.76,2.27,29.92,0.1,650.19,1.09,1.41,6.67,1.09,111.11,19.27,104.57,0.001,0.005,6.33,2.04,0.5,1.46,47.76,0.79,0.025,20.03,0.06,0.9,4.43,1.81,0.91,21.19,51.44,85.72,0,0.0025,11691.29,8953.909,1226.3,0,0.0006887052341597796,0.017985611510791366,0.00011665888940737284,0.00039494470774091627,3.3854660347551344,26.11510791366906,0.3746111975116641,0.002333177788147457,102.28899999999999,14.612714285714285,51.44
0.239,6.6,5.32,2195.1,1.14,0.19,0.67,0.09,47.56,0.41,15.68,3.83,2.51,0.9,12.55,0.11,2.39,3.31,27.96,0.08,232.87,1.39,1.76,6.35,0.86,53.83,22.87,141.27,0.001,0.03,5.35,2.17,0.5,2.92,139.56,0.86,0.025,17.32,0.03,1.38,5.63,1.05,0.74,18.29,27.63,60.99,0,0.0025,5605.827,6728.348,1135.0,0,0.0009960159362549803,0.010460251046025106,0.00046992481203007516,0.00046728971962616824,0.9943925233644861,10.502092050209205,0.827723488961274,0.03571428571428571,64.109,9.158428571428571,27.63
4.717,3.25,7.16,599.48,0.5,0.005,1.14,0.06,12.59,8.28,31.42,2.99,3.52,3.15,7.45,0.025,0.64,1.36,5.35,1.15,1540.44,0.36,0.2,2.3,7.29,426.94,5.75,84.04,0.001,0.005,35.04,7.76,0.5,0.63,59.95,0.14,0.025,1.13,0.19,1.02,0.2,62.26,1.45,6.26,62.71,23.32,1,6.185,6528.818,7820.133,941.609,0,1.7571022727272727,1.3112147551409794,0.863826815642458,0.17651255707762556,0.204337899543379,0.7462370150519398,0.09169191516504545,0.0006983240223463687,118.90200000000002,16.986,62.71
0.161,2.32,3.75,291.67,0.34,0.05,0.61,0.05,9.38,7.01,22.06,1.78,6.38,1.79,5.78,0.025,0.5,0.47,4.55,0.44,431.57,0.92,0.45,1.32,3.46,207.14,8.89,28.39,0.001,0.005,2.59,4.11,0.5,0.48,131.63,0.09,0.025,0.89,0.12,0.21,0.47,53.45,0.53,4.01,29.4,19.22,0,0.0025,6324.454,7869.724,918.0,0,0.0003918495297805643,0.015527950310559006,0.0006666666666666666,0.0009652509652509653,1.4478764478764479,39.62732919254658,0.3023809523809524,0.013333333333333334,51.221,7.317285714285714,29.4
0.075,9.58,4.59,591.16,1.02,0.05,2.19,0.05,32.34,10.05,12.84,12.66,35.75,3.31,20.78,0.11,1.3,2.71,15.5,0.97,506.45,0.3,3.19,6.41,5.92,568.08,8.69,151.76,0.001,0.06,2.13,17.23,0.5,1.98,251.25,0.45,0.025,3.33,0.52,1.4,0.86,108.32,2.91,7.17,56.18,35.91,0,0.0025,5497.965,6489.136,1251.0,0,6.993006993006993e-05,0.03333333333333333,0.0005446623093681918,0.0011737089201877935,2.154929577464789,476.6666666666667,0.1546813812744749,0.010893246187363835,107.465,15.352142857142857,56.18
1.604,7.16,264.08,493.95,1.07,0.05,0.18,0.85,27.58,11.73,32.77,21.73,8.51,5.09,19.93,0.17,3.08,3.32,11.53,0.59,329.98,41.38,0.04,6.03,5.09,886.47,24.01,195.17,0.001,0.26,8.06,15.2,1.06,1.15,15.98,0.45,0.087,4.33,0.44,1.9,1.39,134.25,5.4,11.65,47.87,154.94,0,0.049,6848.0,6820.0,1298.0,0,0.005757931844888367,0.03054862842892768,0.0001855498333838231,0.0060794044665012405,32.76426799007444,5.305486284289277,0.501566743263004,0.00018933656467737053,354.18399999999997,50.59771428571428,264.08
0.257,6.65,214.27,308.88,0.64,0.1,0.05,0.16,37.95,0.32,2.87,3.98,19.49,1.71,11.25,0.1,2.77,2.99,21.94,0.16,145.59,3.57,0.13,5.44,0.68,223.97,209.11,159.06,0.001,0.02,6.72,2.23,0.5,3.3,16.92,0.58,0.025,18.17,0.07,1.83,4.17,3.65,0.58,9.49,85.16,91.89,0,0.01,4987.099,8192.271,400.0,0,0.0005130836326321191,0.038910505836575876,4.6670089139870255e-05,0.0014880952380952382,31.885416666666668,75.83657587548637,2.455495537811179,0.0004667008913987026,535.107,76.44385714285714,214.27
0.128,8.67,2.28,540.47,1.13,0.05,4.32,0.12,43.15,18.14,32.91,29.38,14.08,4.81,19.08,0.06,3.32,1.32,21.89,1.67,691.62,0.94,1.7,5.69,8.03,797.32,9.97,68.77,0.001,0.01,5.09,17.45,0.5,1.14,298.2,0.46,0.025,5.03,0.47,0.57,1.59,145.87,0.67,20.04,103.32,108.74,0,0.0025,8273.002,6001.34,1439.559,0,0.0001775568181818182,0.01953125,0.0010964912280701756,0.0004911591355599215,0.4479371316306483,110.0,0.09649632210607821,0.02192982456140351,134.918,19.274,103.32
4.631,1.22,18.76,87.09,0.26,0.05,0.03,0.06,4.2,1.73,20.12,2.48,15.01,0.94,2.38,0.025,0.18,0.4,2.3,0.12,142.91,15.19,0.01,0.51,2.07,87.94,57.8,24.19,0.001,0.005,34.66,1.52,0.5,0.45,11.85,0.025,0.063,0.45,0.04,0.28,0.1,16.73,0.6,1.03,35.58,7.1,0,0.017,7647.106,6134.796,1329.093,0,0.0011325782811459028,0.0036709134096307495,0.000906183368869936,0.0004904789382573573,0.541257934218119,3.241200604621032,1.6245081506464305,0.0026652452025586353,166.49099999999999,23.78442857142857,57.8
0.216,10.56,47.52,284.11,0.57,0.06,0.29,0.21,22.84,23.97,71.67,3.63,47.47,5.86,19.87,0.07,1.78,0.78,8.36,0.14,739.6,11.07,0.87,3.72,14.95,961.64,6.21,25.88,0.001,0.01,10.98,26.4,0.5,0.83,81.99,0.23,0.025,2.74,0.5,0.28,0.66,271.98,2.9,16.05,75.45,54.15,0,0.005,7413.037,9176.006,930.3,0,0.00010532968190436065,0.02314814814814815,0.00010521885521885521,0.0004553734061930783,4.327868852459017,219.7685185185185,0.08230616302186879,0.0012626262626262625,187.906,26.843714285714288,75.45
0.287,0.87,3.64,50.85,0.19,0.05,0.1,0.08,4.17,1.45,22.73,1.36,4.52,0.64,3.3,0.025,0.48,0.28,1.67,0.13,470.55,0.26,0.03,0.52,1.77,95.73,4.72,18.56,0.001,0.005,35.79,1.27,0.5,0.21,8.1,0.025,0.025,0.4,0.04,0.19,0.32,11.88,0.31,2.0,12.77,8.33,0,0.067,6433.059,7774.259,937.0,0,0.014823008849557524,0.2334494773519164,0.018406593406593407,0.0018720312936574464,0.10170438670019559,15.749128919860627,0.3696162881754111,0.013736263736263736,61.777,8.825285714285714,35.79
0.412,1.52,8.22,115.76,0.29,0.05,0.26,0.07,4.85,2.89,20.14,3.54,39.38,0.9,4.0,0.025,0.27,0.7,2.58,0.11,529.98,0.3,0.02,0.77,2.46,173.22,1.86,48.0,0.001,0.005,18.38,2.54,0.5,0.2,15.99,0.06,0.025,0.58,0.07,0.42,0.1,26.28,0.7,1.99,14.83,11.07,0,0.005,7509.852,7513.465,1244.0,0,0.00012696800406297612,0.012135922330097089,0.0006082725060827251,0.0002720348204570185,0.44722524483133846,95.58252427184468,0.12542144302090358,0.00608272506082725,83.132,11.876000000000001,39.38
0.246,2.68,192.95,74.03,0.75,0.2,0.03,0.85,30.82,11.17,29.4,4.34,5.91,3.36,6.53,0.08,0.27,0.66,13.72,0.07,608.76,2.65,0.01,3.84,12.18,312.56,19.98,42.38,0.001,0.01,3.52,4.92,0.5,0.92,4.43,0.27,0.025,4.77,0.16,0.38,0.95,37.57,3.79,5.19,74.11,10.07,0,0.006,3308.728,6922.639,20.0,0,0.0010152284263959391,0.024390243902439025,3.109613889608707e-05,0.0017045454545454547,54.81534090909091,24.02439024390244,0.26959924436648225,0.0010365379632029023,296.916,42.41657142857143,192.95
0.709,3.51,29.66,257.97,0.42,0.05,0.14,0.05,10.32,5.87,15.81,6.99,14.72,2.31,6.55,0.08,1.08,1.16,5.12,0.36,395.55,13.79,0.03,2.09,3.84,297.92,49.62,75.13,0.001,0.03,24.96,6.93,0.5,0.75,14.81,0.18,0.025,2.03,0.18,0.97,0.51,61.34,3.64,5.29,37.04,36.56,0,0.017,8034.977,6508.005,1381.939,0,0.0011548913043478261,0.023977433004231316,0.0005731625084288604,0.0006810897435897437,1.188301282051282,20.761636107193233,1.3396328293736501,0.0016857720836142955,156.759,22.394142857142857,49.62
0.84,4.58,117.15,649.27,0.48,0.05,0.04,0.05,13.03,7.58,17.96,3.93,8.92,2.29,8.19,0.11,0.54,3.22,7.13,0.63,472.21,0.3,0.25,2.57,4.59,579.95,5.11,180.48,0.001,0.005,14.3,8.22,0.5,0.21,84.8,0.17,0.025,1.82,0.21,3.22,0.53,56.34,0.91,4.9,36.35,21.14,0,0.017,7298.535,7608.236,1206.779,0,0.0019058295964125562,0.02023809523809524,0.00014511310285958174,0.0011888111888111888,8.192307692307692,10.619047619047619,0.1405777166437414,0.0004268032437046522,182.72000000000003,26.102857142857147,117.15
0.061,8.5,14.1,489.69,1.24,0.25,1.17,0.15,44.99,15.47,21.92,4.73,20.23,3.99,20.01,0.14,3.02,1.35,22.64,1.6,675.18,1.06,2.73,7.8,8.41,803.56,15.3,66.19,0.001,0.1,1.34,15.58,1.0,1.9,444.85,0.63,0.096,7.42,0.42,0.54,2.0,111.96,0.87,18.77,81.52,93.56,0,0.005,7676.0,7042.0,1318.0,0,0.00024715768660405336,0.0819672131147541,0.0003546099290780142,0.0037313432835820895,10.522388059701491,331.6393442622951,0.1876840039254171,0.01773049645390071,132.801,18.971571428571426,81.52
0.005,9.96,4.92,762.45,2.91,0.05,0.31,0.06,87.37,9.34,57.2,4.49,0.65,4.56,24.67,0.1,0.39,3.75,41.54,0.92,460.29,0.18,0.61,18.64,26.87,502.52,0.25,161.7,0.001,0.01,1.6,16.18,0.5,1.48,56.8,1.27,0.025,14.88,0.5,0.82,1.45,118.24,0.47,33.76,5.1,9.71,0,0.0025,11989.433,9247.174,1307.57,0,0.003846153846153846,0.5,0.0005081300813008131,0.0015624999999999999,3.0749999999999997,130.0,0.04901960784313726,0.010162601626016262,12.575,1.7964285714285713,5.1
0.234,3.09,3.52,206.14,0.41,0.05,1.25,0.22,13.08,2.62,13.21,6.28,22.22,1.19,7.87,0.05,0.96,1.12,7.83,0.16,187.43,7.04,0.25,1.69,3.21,277.92,22.45,71.67,0.001,0.04,15.23,5.23,0.5,0.2,39.55,0.12,0.08,1.47,0.15,0.59,0.4,55.34,0.55,5.66,62.2,28.49,0,0.023,4641.015,6340.459,1016.7,0,0.0010351035103510352,0.09829059829059829,0.006534090909090909,0.001510177281680893,0.23112278397898883,94.95726495726495,0.3609324758842443,0.014204545454545456,125.904,17.986285714285714,62.2
2.68,1.75,2.71,93.82,0.32,0.005,0.04,0.18,2.49,2.52,17.8,2.44,19.83,0.82,3.27,0.05,0.3,0.56,1.21,0.12,255.73,3.15,0.03,0.74,1.62,138.33,113.27,48.11,0.001,0.01,28.99,2.78,0.5,0.31,8.99,0.05,0.025,0.55,0.07,0.4,0.2,30.61,0.73,1.52,125.93,11.13,0,0.008,6494.619,7376.817,1048.0,0,0.0004034291477559254,0.0029850746268656717,0.002952029520295203,0.0002759572266298724,0.09348051052086927,7.399253731343283,0.8994679583895814,0.001845018450184502,293.415,41.916428571428575,125.93
0.526,3.35,9.54,267.0,0.65,0.05,0.4,0.18,18.33,6.75,24.99,5.46,15.7,2.54,8.51,0.025,1.14,1.3,8.62,0.69,948.36,0.29,0.11,2.59,5.32,376.88,14.78,87.43,0.001,0.01,19.67,7.74,0.5,0.46,28.44,0.17,0.025,1.75,0.17,0.92,0.51,53.98,1.14,7.28,63.39,38.08,0,0.005,7221.856,5251.294,1354.429,0,0.00031847133757961787,0.009505703422053232,0.0005241090146750524,0.0002541942043721403,0.4850025419420436,29.847908745247146,0.23315980438554976,0.005241090146750525,123.656,17.665142857142857,63.39
0.38,1.95,4.59,91.9,0.38,0.05,0.08,0.07,6.39,3.38,31.71,2.04,4.72,1.24,3.88,0.06,0.73,0.52,2.7,0.19,517.96,0.32,0.07,1.11,2.53,193.61,3.47,38.29,0.001,0.005,41.42,3.98,0.5,0.46,14.37,0.08,0.025,0.75,0.1,0.47,0.2,29.47,0.67,3.05,17.11,22.53,0,0.073,6568.215,7706.599,1054.389,0,0.015466101694915253,0.19210526315789472,0.015904139433551196,0.0017624336069531625,0.11081603090294542,12.421052631578947,0.2028053769725307,0.010893246187363835,71.74000000000001,10.248571428571429,41.42
0.093,7.41,5.93,609.54,1.5,0.1,2.11,0.14,39.85,5.66,7.52,13.1,9.26,2.92,17.34,0.07,2.23,2.11,21.28,0.7,559.59,1.14,1.95,6.23,3.99,529.16,12.93,79.49,0.001,0.12,1.41,7.54,0.5,1.78,216.33,0.52,0.025,7.72,0.22,0.71,2.57,52.37,0.93,16.06,67.87,77.53,0,0.0025,7928.936,4532.386,1060.0,0,0.0002699784017278618,0.026881720430107527,0.0004215851602023609,0.001773049645390071,4.205673758865248,99.56989247311827,0.1905112715485487,0.016863406408094438,97.593,13.941857142857144,67.87
0.883,1.52,7.43,108.04,0.28,0.05,21.66,0.11,8.92,2.8,7.11,2.35,4.57,1.18,2.98,0.025,0.31,0.46,5.35,0.32,1596.11,1.02,0.03,0.82,1.96,156.64,4.55,36.0,0.001,0.005,8.98,3.14,0.5,0.2,332.16,0.05,0.025,0.58,0.07,0.35,0.29,29.44,0.59,4.44,18.61,13.74,0,0.078,6839.058,7919.794,968.0,0,0.017067833698030634,0.08833522083805209,0.010497981157469718,0.008685968819599108,0.8273942093541202,5.1755379388448475,0.2444922084900591,0.0067294751009421274,45.073,6.439,18.61
0.122,8.18,6.06,661.65,1.57,0.18,4.65,0.06,30.46,20.23,44.12,25.68,23.7,5.17,19.59,0.1,3.2,2.5,15.02,1.35,1147.66,0.71,1.42,7.2,14.2,945.95,10.15,94.06,0.001,0.13,3.07,18.23,0.5,1.19,321.49,0.44,0.025,4.15,0.49,1.04,1.24,161.9,1.61,17.17,79.48,123.93,0,0.0025,8122.615,5580.841,1490.0,0,0.00010548523206751055,0.020491803278688527,0.0004125412541254126,0.0008143322475570033,1.9739413680781759,194.2622950819672,0.12770508303975842,0.029702970297029705,122.762,17.53742857142857,79.48
0.101,6.14,0.88,156.48,1.65,0.18,1.12,0.25,86.15,0.94,3.02,5.42,5.49,1.33,17.34,0.15,3.78,1.85,76.91,0.3,434.29,0.4,2.37,15.71,0.92,108.48,16.47,134.17,0.001,0.005,3.09,4.83,0.5,3.0,61.86,1.14,0.025,17.02,0.08,0.55,4.64,8.08,0.71,42.82,50.45,91.61,0,0.0025,13684.0,1481.0,1354.0,0,0.0004553734061930783,0.02475247524752475,0.002840909090909091,0.0008090614886731392,0.284789644012945,54.35643564356435,0.3264618434093161,0.20454545454545453,76.661,10.951571428571429,50.45
0.18,6.94,3.03,824.34,1.49,0.11,2.45,0.12,45.43,6.88,7.76,4.66,17.44,2.29,17.16,0.1,1.57,2.31,22.65,0.49,417.15,1.32,1.57,7.9,2.32,442.99,21.23,108.35,0.001,0.28,1.49,5.79,0.5,1.64,191.2,0.58,0.025,8.17,0.21,0.91,2.33,32.01,1.45,13.31,48.15,45.59,0,0.009,5274.607,6433.085,1237.0,0,0.0005160550458715596,0.049999999999999996,0.0029702970297029703,0.006040268456375839,2.033557046979866,96.8888888888889,0.44091381100726895,0.036303630363036306,91.63,13.09,48.15
